date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,OT
2019/5/27,772990,26578,881217,8.623000145,6.70463E+12,8.31799984,65.33799744,5.46E+19,1.55409E+11,2.532999992,412.7160034,0.36500001,7394588160,484876,15.59399986,399417,28581,8767
2019/5/28,807558,29550,903698,8.779999733,6.70463E+12,8.605999947,57.64799881,5.51E+19,1.54597E+11,2.644999981,399.3680115,0.354999989,7512217600,517349,15.59200001,390263,26446,8720
2019/5/29,767434,30416,870567,8.276000023,6.70463E+12,7.922999859,52.83800125,5.60E+19,1.5334E+11,2.345000029,386.9370117,0.36500001,9218497536,514682,15.60999966,404981,25021,8648
2019/5/30,733627,28033,862583,9,6.7471E+12,8.604000092,55.84600067,5.70E+19,1.5313E+11,2.59100008,456.6090088,0.331,7873404928,489449,15.61200047,376714,27798,8636
2019/5/31,657457,57258,900471,12.30799961,7.45968E+12,12.30000019,53.24100113,5.10E+19,1.48177E+11,3.351000071,700.5609741,0.273000002,14611646464,459470,15.59399986,298880,23693,8356
2019/6/1,780752,30826,916213,9.536000252,7.45968E+12,7.791999817,45.25899887,5.12E+19,1.51485E+11,2.346999884,316.6369934,0.340999991,5516623872,436233,15.61400032,331941,18033,8541
2019/6/2,586139,34928,895994,10.99199963,7.45968E+12,6.748000145,43.35400009,4.99E+19,1.5364E+11,2.346999884,268.8630066,0.305000007,4893614592,359126,15.61900043,300872,17800,8662
2019/6/3,613329,49174,882347,12.10099983,7.45968E+12,11.80300045,47.52000046,4.70E+19,1.51444E+11,3.437000036,534.0390015,0.305999994,10462305280,420763,15.60099983,293890,21639,8537
2019/6/4,749022,36532,913450,9.350999832,7.45968E+12,10.17300034,55.29899979,4.98E+19,1.39589E+11,2.637000084,406.4620056,0.338999987,8283889664,522619,15.49499989,374609,22663,7868
2019/6/5,789623,41751,900845,9,7.45968E+12,7.386000156,47.5019989,6.04E+19,1.37996E+11,2.086999893,353.2929993,0.277999997,8002134528,482326,15.73499966,372788,20976,7778
2019/6/6,719552,42560,861381,9.171999931,7.45968E+12,5.863999844,43.9090004,5.92E+19,1.37635E+11,1.452000022,296.9219971,0.273000002,10400496640,460854,15.70699978,364369,18986,7756
2019/6/7,733211,32942,847486,9.11400032,7.45968E+12,5.118000031,44.68700027,5.64E+19,1.40805E+11,1.207000017,297.8959961,0.293000013,6047727104,466838,15.71800041,349853,18556,7934
2019/6/8,549985,25073,846515,11.61299992,7.45968E+12,4.520999908,37.72800064,5.15E+19,1.40887E+11,1,208.0509949,0.25,4815248384,357914,15.71700001,294245,16193,7938
2019/6/9,518978,23488,728182,9.795999527,7.45968E+12,3.315999985,37.54800034,5.29E+19,1.38378E+11,0.791999996,122.2819977,0.280000001,4229843968,328239,15.70499992,300770,14067,7796
2019/6/10,705255,32182,847699,9.171999931,7.45968E+12,4.934999943,40.48099899,5.71E+19,1.38641E+11,1.15199995,324.7749939,0.282999992,6817661952,464279,15.69299984,353472,16525,7810
2019/6/11,688779,50245,911798,10.06999969,7.45968E+12,5.828999996,40.99599838,5.28E+19,1.39979E+11,1.29400003,360.1860046,0.282999992,10760259584,486420,15.6619997,340306,16251,7884
2019/6/12,710869,31984,911134,10.99199963,7.45968E+12,6.236000061,41.37900162,5.22E+19,1.42371E+11,1.465999961,367.2279968,0.268000007,7652581376,468998,15.66600037,328333,16268,8018
2019/6/13,762388,27451,909725,9.536000252,7.45968E+12,5.482999802,41,5.24E+19,1.44784E+11,1.31400001,345.7120056,0.31099999,7068163584,521660,15.65200043,364222,17035,8153
2019/6/14,789720,28965,885279,8.520999908,7.41148E+12,5.289999962,44.84700012,5.79E+19,1.4806E+11,1.350999951,314.5539856,0.32100001,7182356480,545441,15.66699982,364214,18696,8337
2019/6/15,758530,26845,906314,9.862999916,7.4094E+12,4.136000156,44.59600067,6.18E+19,1.54751E+11,1.11500001,240.029007,0.268999994,6468986368,436725,15.65999985,330808,16573,8713
2019/6/16,585851,41653,872928,11.07699966,7.4094E+12,4.377999783,55.30400085,5.02E+19,1.61297E+11,1.256999969,297.0039978,0.307999998,6650112512,392639,15.66499996,295124,22492,9081
2019/6/17,667300,77888,899943,10.82699966,7.4094E+12,6.618999958,59.07699966,4.79E+19,1.63882E+11,1.848999977,463.0469971,0.342999995,18972358656,479160,15.59399986,320939,20646,9225
2019/6/18,821372,66570,910979,8.833999634,7.4094E+12,5.412000179,59.82699966,5.53E+19,1.62769E+11,1.529000044,333.8859863,0.356999993,21749497856,536874,15.59599972,394680,21527,9161
2019/6/19,781133,38143,871520,8.13599968,7.4094E+12,4.56400013,51.06399918,6.06E+19,1.62591E+11,1.429999948,258.2810059,0.349999994,10849799168,511135,15.6789999,400855,18490,9150
2019/6/20,675006,96036,871941,10,7.4094E+12,5.850999832,51.44400024,6.13E+19,1.65959E+11,1.687999964,448.2070007,0.291000009,10244903936,489059,15.66100025,329959,22820,9339
2019/6/21,713152,49592,909309,10.82699966,7.4094E+12,7.059999943,65.7460022,5.03E+19,1.74097E+11,2.059000015,499.3150024,0.34799999,9214388224,498632,15.64799976,337608,27828,9796
2019/6/22,735085,59146,918583,10.2130003,7.4094E+12,6.5,103.5879974,5.11E+19,1.90763E+11,2.164000034,461.4869995,0.395999998,16083257344,478672,15.57999992,353934,39374,10733
2019/6/23,804383,28391,882234,7.955999851,7.4094E+12,3.467999935,72.57299805,6.11E+19,1.91627E+11,1.399000049,189.404007,0.412999988,7380440064,438775,15.60400009,379907,24127,10780
2019/6/24,856612,46717,886333,8.13599968,7.4094E+12,4.413000107,74.6780014,6.44E+19,1.93164E+11,1.659000039,317.9389954,0.389999986,10020120576,497693,15.625,388165,25892,10865
2019/6/25,784857,61246,889395,9.862999916,7.4094E+12,6.224999905,85.28199768,6.04E+19,2.01277E+11,2.118999958,540.9559937,0.36500001,12798035968,505952,15.61800003,361239,27019,11320
2019/6/26,910162,59116,917622,8.727000237,7.4094E+12,8.196000099,150.5050049,5.72E+19,2.25273E+11,3.256000042,736.5819702,0.497999996,15479438336,564263,15.67000008,399459,41687,12668
2019/6/27,764301,54745,920148,10.14099979,7.86812E+12,10.13500023,125.6660004,6.09E+19,2.10316E+11,3.717999935,781.3400269,0.384000003,13207069696,501184,15.69200039,360908,30175,11826
2019/6/28,863754,42146,912683,8.833999634,7.93471E+12,8.213999748,94.31300354,6.08E+19,2.08136E+11,3.042000055,443.6889954,0.426999986,11537544192,533758,15.66499996,406931,27588,11702
2019/6/29,773649,45863,847676,8.276000023,7.93471E+12,4.764999866,71.81099701,6.84E+19,2.11102E+11,1.975000024,230.1940002,0.395999998,12795233280,413302,15.66499996,356508,21149,11867
2019/6/30,585170,66802,768920,9.473999977,7.93471E+12,5.235000134,63.69800186,6.26E+19,2.05818E+11,2.144999981,218.4429932,0.370000005,17282537472,369324,15.73200035,330579,17663,11569
2019/7/1,720072,66748,875591,10.06999969,7.93471E+12,6.632999897,72.70999908,5.87E+19,1.90533E+11,2.177000046,505.019989,0.349000007,8294791680,473382,15.76599979,336719,23124,10709
2019/7/2,730704,40605,917866,9.11400032,7.93471E+12,5.635000229,73.6780014,5.64E+19,1.83681E+11,1.889999986,454.5390015,0.382999986,7062566400,507679,15.80900002,373251,23546,10323
2019/7/3,797545,48558,878495,8.371999741,7.93471E+12,4.22300005,67.17900085,6.83E+19,2.01762E+11,1.631999969,345.4339905,0.372999996,7703296000,484402,15.8210001,397382,22563,11337
2019/7/4,712075,39703,863198,8.623000145,7.93471E+12,3.862999916,62.18700027,6.84E+19,2.09163E+11,1.532999992,335.6870117,0.372999996,8179997696,447259,15.79500008,370537,19546,11752
2019/7/5,735306,45995,785635,7.618999958,7.93471E+12,3.114000082,57.56800079,6.98E+19,1.98311E+11,1.184000015,232.651001,0.388999999,6476538880,450757,15.79100037,378264,19656,11141
2019/7/6,600215,22970,696733,8.090000153,7.93471E+12,2.224999905,50.54600143,7.26E+19,2.02656E+11,0.874000013,150.4400024,0.356999993,4874121728,370983,15.78800011,348496,16184,11383
2019/7/7,543359,25844,737195,9.411999702,7.93471E+12,2.33100009,47.85599899,6.43E+19,2.01143E+11,0.707000017,140.9539948,0.344000012,4176539136,328853,15.78999996,313120,15820,11297
2019/7/8,724630,82619,813077,8.090000153,7.93471E+12,2.944000006,59.06700134,6.61E+19,2.09466E+11,1.075000048,314.2609863,0.407999992,11955814400,466918,15.81200027,378788,21434,11763
2019/7/9,708369,83435,855761,9.350999832,8.58745E+12,3.572000027,67.90699768,7.26E+19,2.22554E+11,1.299000025,426.1340027,0.344000012,12587993088,456075,15.79599953,365434,22180,12497
2019/7/10,699904,92212,897453,11.16300011,9.06416E+12,5.045000076,70.75,6.07E+19,2.25211E+11,1.950000048,629.0579834,0.354000002,15498039296,451247,15.89500046,315535,23834,12645
2019/7/11,683103,105268,903222,11.16300011,9.06416E+12,4.69299984,64.9509964,5.96E+19,2.06426E+11,1.644999981,467.5769958,0.328999996,20420403200,438162,15.9460001,325647,20230,11589
2019/7/12,785952,78292,912313,8.779999733,9.06416E+12,3.186000109,64.57299805,6.74E+19,2.06348E+11,1.243000031,280.4779968,0.363999993,20557844480,461529,15.98999977,360735,31450,11583
2019/7/13,586676,58962,795302,10.2130003,9.06416E+12,2.457000017,52.2859993,6.63E+19,2.03531E+11,0.925999999,191.0850067,0.31099999,14813908992,343656,15.97700024,304404,21442,11424
2019/7/14,518194,55932,723537,9.930999756,9.06416E+12,2.198999882,53.46900177,6.78E+19,1.93652E+11,0.762000024,173.7680054,0.296999991,13849842688,317071,15.97000027,303142,19451,10868
2019/7/15,650051,54731,858118,9.862999916,9.06416E+12,3.38499999,64.6969986,6.42E+19,1.85909E+11,1.044999957,317.0849915,0.307000011,12826740736,435291,15.98400021,348965,22735,10433
2019/7/16,702321,70127,826407,8.888999939,9.06416E+12,3.005000114,66.71600342,6.86E+19,1.84702E+11,0.959999979,279.855011,0.316000015,11964728320,446098,16.00200081,363175,22784,10364
2019/7/17,625627,55951,835365,10.82699966,9.06416E+12,3.736000061,68.55200195,6.94E+19,1.70755E+11,1.042000055,448.8410034,0.238000005,11123719168,431722,15.98900032,324759,24278,9580
2019/7/18,611956,159511,910833,11.90100002,9.06416E+12,4.552000046,64.29699707,5.52E+19,1.79199E+11,1.273000002,454.9110107,0.287999988,9474810880,449989,15.99699974,315624,24597,10053
2019/7/19,613458,45811,910221,12.20300007,9.06416E+12,4.600999832,55.78300095,5.41E+19,1.86624E+11,1.383999944,462.7420044,0.298999995,8650376192,428501,15.96700001,299773,25759,10469
2019/7/20,653620,29423,821637,8.13599968,9.06416E+12,2.213000059,47.64199829,6.96E+19,1.90262E+11,0.953000009,195.2680054,0.347000003,6217955328,361563,15.95600033,322825,21566,10672
2019/7/21,473195,39781,687059,9.663999557,9.06416E+12,1.976999998,46.60800171,7.40E+19,1.88635E+11,0.841000021,135.7830048,0.272000015,5071397888,298609,15.95800018,283785,20697,10579
2019/7/22,622526,197566,750246,9.11400032,9.06416E+12,2.657000065,49.38100052,7.15E+19,1.86483E+11,0.921999991,264.4169922,0.296999991,6372194304,396359,15.96199989,319241,23274,10458
2019/7/23,624348,38002,821984,10.06999969,9.03316E+12,2.813999891,50.49399948,5.90E+19,1.79809E+11,0.934000015,302.019989,0.31400001,6748833280,395581,15.95100021,320209,21610,10082
2019/7/24,645324,49692,780391,10.35999966,9.01379E+12,2.79399991,52.86899948,6.76E+19,1.73249E+11,0.920000017,306.6589966,0.256999999,7134264832,374100,15.89500046,295450,22926,9714
2019/7/25,678929,59006,829155,9.600000381,9.01379E+12,2.90899992,50.39799881,6.37E+19,1.78873E+11,0.89200002,324.3789978,0.30399999,6632785920,432594,15.85099983,336386,19361,10028
2019/7/26,661658,30031,714614,8.675000191,9.01379E+12,2.194000006,45.77000046,7.02E+19,1.74515E+11,0.68900001,260.7200012,0.296000004,5818872320,411615,15.82600021,319446,17954,9782
2019/7/27,515380,20825,648639,9.473999977,9.01379E+12,1.710000038,47.03300095,7.40E+19,1.73679E+11,0.578999996,172.1260071,0.254000008,4317953024,338481,15.80900002,283740,16400,9734
2019/7/28,467316,16732,544655,8.229000092,9.01379E+12,1.19599998,43.51200104,7.26E+19,1.69509E+11,0.345999986,120.8089981,0.289999992,3369745664,296675,15.81099987,272799,14762,9499
2019/7/29,616858,75236,713072,8.571000099,9.01379E+12,1.85800004,47.47700119,7.90E+19,1.70543E+11,0.47299999,204.7109985,0.259000003,11673439232,396073,14.70300007,333451,17179,9556
2019/7/30,629347,61205,823513,10.14099979,9.01379E+12,3.282999992,45.86500168,6.57E+19,1.70395E+11,0.862999976,316.8680115,0.26699999,5485379072,418780,14.67000008,328233,18294,9547
2019/7/31,692658,42754,743955,8.420999527,9.01379E+12,2.447999954,47.37400055,6.83E+19,1.75831E+11,0.727999985,281.3559875,0.316000015,5233381888,437956,14.6590004,361166,19647,9850
2019/8/1,655424,30180,846588,10.14099979,9.01379E+12,2.565999985,47.00299835,7.70E+19,1.80003E+11,0.68599999,336.401001,0.238000005,5710890496,426925,14.65600014,335801,19930,10083
2019/8/2,702061,23441,779623,8.520999908,9.01379E+12,2.072999954,49.6969986,6.80E+19,1.87152E+11,0.634000003,241.2689972,0.333000004,6056914944,440467,14.65799999,349387,19806,10482
2019/8/3,556108,18242,656558,8.324000359,9.01379E+12,1.254999995,45.5719986,7.60E+19,1.92668E+11,0.272000015,152.7610016,0.31099999,3954020864,361123,14.63899994,327415,15856,10790
2019/8/4,509869,20623,627600,8.623000145,9.01379E+12,0.93599999,44.22499847,7.68E+19,1.9311E+11,0.155000001,124.9309998,0.296999991,3943585280,318515,14.64000034,298638,15514,10814
2019/8/5,696032,70178,877361,10.06999969,9.89023E+12,2.309999943,65.25099945,7.94E+19,2.08595E+11,0.65200001,414.3359985,0.268999994,8569450496,437468,14.57600021,338993,24014,11680
2019/8/6,751980,53841,847750,8.944000244,9.98535E+12,2.226000071,64.06500244,7.58E+19,2.10265E+11,0.674000025,325.197998,0.319000006,9018906624,462640,14.57900047,368187,21526,11772
2019/8/7,713356,27096,885359,9.411999702,9.98535E+12,3.572999954,57.06499863,8.02E+19,2.0947E+11,1.501000047,172.4929962,0.289999992,7700386304,408601,14.57400036,370756,19684,11726
2019/8/8,703863,50691,895146,10.14099979,9.98535E+12,3.813999891,54.12099838,6.77E+19,2.11006E+11,1.437000036,360.3940125,0.321999997,6452545024,431730,14.55700016,336039,17352,11811
2019/8/9,647649,46749,827786,9.795999527,9.98535E+12,3.434999943,49.05099869,7.34E+19,2.11492E+11,1.31400001,291.2850037,0.307000011,6521268736,426187,14.56900024,340978,17787,11837
2019/8/10,558666,66579,686481,9.536000252,9.98535E+12,2.059999943,44.67499924,7.26E+19,2.0732E+11,0.836000025,173.4660034,0.307999998,5483054080,342204,14.60099983,303987,15781,11602
2019/8/11,479339,24235,599333,9.411999702,9.98535E+12,1.562999964,42.26800156,7.91E+19,2.03779E+11,0.36500001,173.673996,0.280000001,4067068928,310744,14.60099983,273127,14407,11403
2019/8/12,569266,42550,784320,10.82699966,9.98535E+12,2.951999903,48.14599991,7.37E+19,2.03821E+11,1.093999982,246.0859985,0.264999986,5722734592,348238,14.58699989,297313,18156,11404
2019/8/13,758748,38572,877266,9.171999931,9.98535E+12,3.687000036,48.60699844,7.19E+19,1.99494E+11,1.480999947,249.548996,0.316000015,6452682240,426078,14.51900005,370590,18208,11161
2019/8/14,667112,41671,835040,9.473999977,9.98535E+12,2.997999907,54.03900146,7.33E+19,1.87606E+11,1.049000025,243.1260071,0.280999988,6231852544,419227,14.43400002,359845,19072,10494
2019/8/15,633290,42349,781475,9.171999931,9.98535E+12,2.671999931,57.0379982,7.87E+19,1.79407E+11,0.893999994,257.8729858,0.256999999,7979452928,407222,14.44900036,355487,19697,10035
2019/8/16,590406,31272,764115,9.795999527,9.98535E+12,2.719000101,48.83200073,7.59E+19,1.83183E+11,0.904999971,291.5320129,0.254999995,5166866944,402147,14.40400028,323478,19352,10245
2019/8/17,497467,57346,755273,11.25,9.98535E+12,2.164999962,40.65599823,6.73E+19,1.8434E+11,0.745999992,209.0939941,0.250999987,5965170688,334224,14.4090004,288128,15703,10309
2019/8/18,445842,35950,730153,11.4289999,1.00168E+13,1.819000006,41.32099915,6.57E+19,1.84114E+11,0.597000003,174.3509979,0.250999987,4345789440,300987,14.4090004,276239,14246,10295
2019/8/19,616526,27992,711830,8.833999634,1.01835E+13,2.005000114,47.54700089,7.50E+19,1.89831E+11,0.68900001,275.6279907,0.294,5011458560,391228,14.40200043,330310,16770,10614
2019/8/20,624794,314724,789175,9.411999702,1.01835E+13,2.384000063,46.54100037,7.94E+19,1.92428E+11,0.714999974,292.7219849,0.266000003,5134381056,419942,14.38899994,333151,16596,10758
2019/8/21,661174,812025,856752,10.5880003,1.01835E+13,2.982000113,47.78099823,7.21E+19,1.82818E+11,0.827000022,331.9620056,0.247999996,5074971648,442553,14.40999985,308672,18179,10219
2019/8/22,695290,365698,884853,10.2130003,1.01835E+13,2.973999977,45.06200027,6.88E+19,1.79957E+11,0.82099998,291.4119873,0.264999986,3946916096,449247,14.40499973,322312,17858,10058
2019/8/23,705809,20486,801272,9.411999702,1.01835E+13,2.122999907,44.11899948,7.49E+19,1.83683E+11,0.595000029,251.0890045,0.268000007,5427855360,412624,14.67399979,340067,17668,10266
2019/8/24,626450,15078,691934,9,1.01835E+13,1.48300004,39.09899902,8.02E+19,1.81748E+11,0.469999999,164.0110016,0.256999999,3379675392,343718,14.67399979,304321,14618,10156
2019/8/25,467031,20560,628730,9.289999962,1.01835E+13,1.101999998,38.10400009,7.82E+19,1.80824E+11,0.233999997,126.9570007,0.252999991,3031984128,298880,14.68900013,288779,14278,10104
2019/8/26,628053,33726,854486,10.51099968,1.01835E+13,1.901000023,44.02799988,7.56E+19,1.85241E+11,0.44600001,297.8070068,0.238999993,5687691264,409844,14.67300034,318082,16826,10349
2019/8/27,624242,28058,850752,10.66699982,1.01835E+13,1.975000024,43.37599945,6.91E+19,1.82418E+11,0.476999998,289.6239929,0.254000008,5674721792,410273,14.67300034,325849,20448,10191
2019/8/28,595041,26257,778932,9.536000252,1.01835E+13,1.764000058,44.59000015,7.37E+19,1.80552E+11,0.400000006,224.4170074,0.263000011,4888085504,398274,14.57999992,341049,19033,10085
2019/8/29,655236,24466,739454,8.727000237,1.01835E+13,1.618999958,49.42599869,8.01E+19,1.70685E+11,0.363000005,232.2259979,0.248999998,6779020800,418720,14.54800034,346569,17137,9533
2019/8/30,640275,22924,749704,9,1.01835E+13,1.695000052,41.0320015,8.18E+19,1.71107E+11,0.416999996,215.9869995,0.238000005,5993264128,416221,14.53899956,349040,16339,9556
2019/8/31,534181,21900,670998,8.675000191,1.01835E+13,1.146000028,35.77399826,8.03E+19,1.7207E+11,0.272000015,134.0099945,0.250999987,3893676800,353531,14.55700016,342029,13453,9608
2019/9/1,499618,29109,663999,10.06999969,1.06856E+13,1.110000014,34.79000092,8.63E+19,1.72587E+11,0.233999997,156.9609985,0.202000007,4030369024,323789,14.55700016,285325,14620,9636
2019/9/2,628285,28160,793282,9.663999557,1.0772E+13,1.521000028,43.99100113,7.67E+19,1.77946E+11,0.317000002,238.4259949,0.245000005,5362242048,402862,14.52200031,327099,17337,9934
2019/9/3,702776,29481,793126,8.779999733,1.0772E+13,1.866999984,47.64599991,8.45E+19,1.88404E+11,0.412999988,280.0020142,0.25999999,6247674880,457516,14.53499985,370467,20903,10517
2019/9/4,639607,39275,871268,10.5880003,1.0772E+13,2.150000095,43.41600037,7.87E+19,1.89304E+11,0.547999978,327.9049988,0.232999995,5775467520,416330,14.53800011,324605,18177,10566
2019/9/5,667714,37243,765116,8.727000237,1.0772E+13,1.748999953,40.19900131,8.47E+19,1.89476E+11,0.488999993,252.9759979,0.261999995,6852761088,423330,14.55500031,352245,16187,10575
2019/9/6,704382,34314,802831,9.11400032,1.0772E+13,1.858999968,42.60400009,8.67E+19,1.90929E+11,0.463,279.6619873,0.246999994,8431913984,457161,14.76000023,365373,18376,10655
2019/9/7,548704,20821,684332,9.600000381,1.0772E+13,1.406000018,35.56299973,7.80E+19,1.86851E+11,0.351000011,190.7969971,0.254000008,4788472320,365389,14.7670002,314279,14526,10426
2019/9/8,500881,25414,513723,8.13599968,1.0772E+13,0.973999977,34.6230011,8.96E+19,1.87618E+11,0.300000012,172.0919952,0.261000007,4026023936,331802,14.76799965,288330,14593,10467
2019/9/9,637134,28526,777857,9.862999916,1.0772E+13,1.761999965,38.63899994,8.95E+19,1.84983E+11,0.398000002,323.6719971,0.214000002,5388594688,412267,14.67099953,316706,17004,10319
2019/9/10,721584,36778,659493,7.912000179,1.0772E+13,1.616000056,37.93999863,8.76E+19,1.83632E+11,0.486000001,312.9880066,0.270000011,6792968192,435420,14.67500019,339676,18300,10243
2019/9/11,706324,33432,648117,7.826000214,1.0772E+13,1.49000001,37.31999969,9.51E+19,1.80766E+11,0.446999997,302.026001,0.246999994,5457821696,431653,14.66800022,338092,17080,10082
2019/9/12,669370,25205,715094,9.11400032,1.0772E+13,1.47300005,38.00699997,9.34E+19,1.8357E+11,0.363999993,298.7430115,0.219999999,5897766400,440793,14.60999966,335710,16904,10237
2019/9/13,656956,23421,765292,9.600000381,1.09584E+13,1.447999954,35.35200119,8.65E+19,1.85217E+11,0.344999999,303.7810059,0.226999998,4842739712,418350,14.61600018,308706,15885,10328
2019/9/14,578185,21155,643714,9.289999962,1.18906E+13,1.074000001,32.13899994,8.97E+19,1.85661E+11,0.282000005,210.6779938,0.225999996,4857347584,370573,14.60499954,299739,13360,10351
2019/9/15,509097,18734,643612,9.795999527,1.18906E+13,0.984000027,31.90600014,8.49E+19,1.85366E+11,0.207000002,194.3470001,0.225999996,3595079424,324007,14.60499954,273999,13380,10334
2019/9/16,667123,29367,767938,8.833999634,1.18906E+13,1.416000009,34.93299866,9.91E+19,1.84549E+11,0.305999994,283.9119873,0.215000004,5570106880,431688,14.56099987,347178,16491,10287
2019/9/17,665782,34127,830790,9.729999542,1.18906E+13,1.838999987,33.88700104,8.98E+19,1.83679E+11,0.474999994,349.7080078,0.215000004,5821586432,438441,14.55000019,343630,17082,10237
2019/9/18,766186,24281,722292,8.276000023,1.18906E+13,1.544999957,34.48699951,9.39E+19,1.8322E+11,0.391000003,306.0920105,0.239999995,6433630208,446011,14.56299973,363011,18477,10211
2019/9/19,638230,21877,769222,9.729999542,1.18906E+13,1.937999964,37.40000153,9.55E+19,1.79587E+11,0.414000005,269.8129883,0.197999999,5597715456,423988,14.58100033,345962,18387,10007
2019/9/20,648647,26085,742245,9.536000252,1.18906E+13,1.669999957,34.29600143,9.13E+19,1.82923E+11,0.421000004,287.9819946,0.214000002,6527740416,428303,14.53800011,340778,16907,10192
2019/9/21,580157,21697,613923,8.675000191,1.18906E+13,1.116000056,29.88500023,9.23E+19,1.80542E+11,0.287,183.6419983,0.229000002,5686031872,383971,14.53499985,335847,13899,10058
2019/9/22,520295,53687,585734,8.675000191,1.18906E+13,0.980000019,30.5890007,9.56E+19,1.7961E+11,0.145999998,122.8190002,0.218999997,3721211392,339268,14.5340004,318547,14650,10005
2019/9/23,626986,51090,871061,12.63199997,1.18906E+13,2.210000038,36.07500076,8.28E+19,1.77901E+11,0.448000014,382.2609863,0.173999995,4322552320,407428,14.53299999,288035,18065,9909
2019/9/24,717921,34982,815485,9.171999931,1.18906E+13,1.922999978,50.20100021,7.99E+19,1.70022E+11,0.446999997,326.5870056,0.237000003,8988930048,454901,14.54100037,353106,21250,9469
2019/9/25,717789,40065,799184,9.230999947,1.18906E+13,2.150000095,58.50299835,9.50E+19,1.52004E+11,0.453000009,316.4200134,0.178000003,7189945344,437349,14.52700043,347591,21772,8465
2019/9/26,647024,26199,697999,8.420999527,1.20177E+13,1.504999995,54.49200058,1.02E+20,1.48342E+11,0.291999996,205.3379974,0.175999999,5107400704,423844,14.53600025,355604,19619,8260
2019/9/27,577559,24412,780538,10.9090004,1.27598E+13,2.035000086,48.56299973,9.67E+19,1.44651E+11,0.372999996,277.4960022,0.140000001,5088369152,404732,14.5340004,303771,19119,8054
2019/9/28,562853,17456,619630,9.05700016,1.27598E+13,1.152999997,38.97299957,9.13E+19,1.46774E+11,0.231999993,122.8389969,0.180000007,3560386816,362172,14.54899979,314274,15414,8171
2019/9/29,487009,17151,632524,10.5880003,1.27598E+13,1.220999956,36.2159996,9.03E+19,1.45372E+11,0.209999993,135.1750031,0.153999999,3329309440,328896,14.5539999,285406,14229,8092
2019/9/30,620880,28709,807855,11.07699966,1.27598E+13,2.463000059,43.39799881,8.69E+19,1.45182E+11,0.569000006,320.5589905,0.155000001,4941791744,410915,14.55799961,311266,17758,8081
2019/10/1,675392,28709,791216,10.06999969,1.27598E+13,2.630000114,41.73199844,8.68E+19,1.50301E+11,0.703000009,282.1480103,0.177000001,4755108864,437480,14.55799961,337101,17754,8365
2019/10/2,621924,21364,698116,9.729999542,1.27598E+13,1.972000003,38.7820015,9.48E+19,1.48531E+11,0.541999996,216.6150055,0.165000007,3633263616,411674,14.53299999,326409,15544,8265
2019/10/3,612494,20379,708758,9.795999527,1.27598E+13,2.020999908,38.87599945,9.22E+19,1.48357E+11,0.500999987,207.2610016,0.167999998,4387819008,402109,14.53499985,326367,15626,8255
2019/10/4,641998,17423,734079,9.795999527,1.27598E+13,1.491000056,34.8390007,9.11E+19,1.46907E+11,0.256999999,170.9779968,0.166999996,4199281920,411482,14.52799988,337075,14904,8173
2019/10/5,566242,12394,606572,9.11400032,1.27598E+13,0.961000025,31.87599945,1.02E+20,1.46125E+11,0.122000001,117.8030014,0.158000007,2888167168,363723,14.52799988,326525,13536,8129
2019/10/6,487979,15420,568854,9.663999557,1.27598E+13,0.878000021,32.95000076,9.38E+19,1.44114E+11,0.112999998,142.6009979,0.160999998,3079542016,324611,14.52700043,277464,14729,8016
2019/10/7,614170,17092,712409,9.289999962,1.27598E+13,1.25999999,39.32099915,9.76E+19,1.45067E+11,0.144999996,219.7359924,0.162,3948772864,404243,14.52600002,328648,16843,8068
2019/10/8,627364,20797,687268,8.888999939,1.27598E+13,1.34800005,36.97399902,1.02E+20,1.47692E+11,0.210999995,209.8470001,0.165000007,4293978112,401689,14.52700043,336192,16662,8214
2019/10/9,572744,23826,746120,10.43500042,1.27598E+13,1.730999947,37.27099991,9.54E+19,1.49955E+11,0.365999997,274.2619934,0.152999997,4877278208,390038,14.52499962,310911,17990,8339
2019/10/10,648261,20028,683317,8.888999939,1.28748E+13,1.626999974,36.97299957,9.33E+19,1.53877E+11,0.368999988,232.6139984,0.188999996,4765805568,412487,14.54100037,344886,17144,8556
2019/10/11,593749,18180,721762,9.230999947,1.30081E+13,1.407999992,34.30500031,1.10E+20,1.51162E+11,0.264999986,202.9360046,0.150999993,4365688320,412481,14.53100014,345269,16759,8404
2019/10/12,519691,13148,687895,10.82699966,1.30081E+13,1.233999968,30.30599976,9.17E+19,1.50029E+11,0.202999994,137.8119965,0.152999997,2869783552,337840,14.53600025,301560,14136,8340
2019/10/13,470895,12580,578445,10.14099979,1.30081E+13,0.903999984,30.30999947,9.45E+19,1.5047E+11,0.119999997,120.0940018,0.158999994,2492298240,309583,14.53499985,279345,14172,8364
2019/10/14,563087,22402,755043,10.66699982,1.30081E+13,1.393000007,33.86299896,8.49E+19,1.49679E+11,0.226999998,221.9259949,0.167999998,5488675840,383948,14.56200027,304331,17307,8319
2019/10/15,630058,18146,713258,9.411999702,1.30081E+13,1.335999966,34.70700073,9.36E+19,1.48878E+11,0.248999998,206.7369995,0.171000004,3842231040,405404,14.57900047,339545,17552,8274
2019/10/16,633943,24911,774990,10.06999969,1.30081E+13,1.605000019,35.23300171,9.05E+19,1.45435E+11,0.256000012,218.3930054,0.162,5727601664,414529,14.57600021,338330,17713,8081
